kf_mgkg,mapped_moisture_mgkg,residual_mgkg
75,80.6620046817299,5.662004681729896
75,78.81308209253656,3.8130820925365576
75,72.03104429300754,-2.968955706992463
75,76.64209361955578,1.642093619555775
84,89.15258906490327,5.152589064903264
84,83.78690292646576,-0.2130970735342458
84,87.72929151210982,3.7292915121098194
84,87.10143927220122,3.101439272201219
84,86.68441089307747,2.6844108930774744
84,85.96884432696957,1.9688443269695763
84,88.39934992915573,4.3993499291557345
84,91.47939466459019,7.47939466459019
84,82.80698248727428,-1.1930175127257117
84,90.78034148127216,6.780341481272158
84,87.58176568983998,3.58176568983998
84,88.44779562066273,4.447795620662734
84,82.12083632201717,-1.8791636779828351
84,87.20779268313588,3.2077926831358834
84,92.60539317668767,8.605393176687668
84,82.34802562620024,-1.6519743737997625
84,78.75633204670972,-5.243667953290286
84,79.69375598574571,-4.306244014254287
84,87.73152582534354,3.731525825343545
84,96.20711449218572,12.207114492185728
84,91.16201018297903,7.162010182979036
84,93.35773402257266,9.357734022572652
84,87.06384203268232,3.0638420326823157
84,92.25923067771564,8.25923067771564
84,85.58225321747823,1.5822532174782185
84,89.1200619087799,5.120061908779899
84,85.59797641464706,1.5979764146470672
84,84.47000911291943,0.4700091129194258
84,87.19807835238115,3.1980783523811462
84,84.762677109632,0.7626771096319932
84,91.90113749279526,7.901137492795254
84,87.4472982862737,3.4472982862737123
84,88.26808512235074,4.268085122350735
84,85.31671582099922,1.3167158209992176
84,91.69313422436197,7.693134224361964
84,83.7393671613365,-0.2606328386634901
84,89.3081713742466,5.308171374246594
84,85.26375760358185,1.2637576035818563
84,82.90951173029114,-1.0904882697088631
84,84.70989630180273,0.7098963018027352
84,83.44888060026152,-0.5511193997384766
84,85.81645461449929,1.8164546144992946
84,85.31068418508761,1.310684185087603
84,87.91592491459423,3.915924914594229
84,88.92785584796785,4.927855847967852
91,90.57756413843326,-0.42243586156673785
91,91.0636238220766,0.06362382207659686
91,92.32362198455708,1.3236219845570816
91,89.00772888401053,-1.9922711159894633
91,93.99988524904775,2.999885249047755
91,94.53614412287196,3.536144122871964
91,91.98156835865126,0.9815683586512564
91,100.74605982887948,9.746059828879481
91,94.83708091938306,3.837080919383058
91,90.7181552845647,-0.28184471543529854
91,89.71852338077238,-1.2814766192276188
91,90.23851614556497,-0.7614838544350221
91,89.16032957096188,-1.8396704290381274
91,95.68238578178085,4.682385781780852
91,88.37600504745448,-2.6239949525455173
91,90.84275643407355,-0.15724356592644298
91,89.0500608453434,-1.9499391546566114
91,95.3519765965744,4.351976596574399
91,85.49302105244776,-5.506978947552237
91,89.71724843671878,-1.2827515632812216
91,90.67962240469379,-0.32037759530621246
91,92.44467085370624,1.4446708537062374
91,93.01085677602822,2.0108567760282146
91,90.30408560001925,-0.6959143999807459
91,95.1235349993391,4.123534999339098
91,92.42626028458828,1.426260284588276
91,101.03784939507975,10.037849395079752
91,85.13395922068848,-5.866040779311521
91,93.6496478213758,2.6496478213757944
91,86.9867150192836,-4.013284980716408
91,87.97520989865237,-3.0247901013476355
91,99.10758353504427,8.107583535044265
91,98.14650176269855,7.146501762698547
91,83.74250324689675,-7.25749675310325
91,90.27615037292934,-0.723849627070657
91,90.90385377849654,-0.09614622150346311
91,82.64039673541492,-8.359603264585076
91,90.97192312398633,-0.028076876013670732
91,92.7406100376683,1.7406100376683005
91,92.0363057498135,1.0363057498135
91,83.1896700903771,-7.8103299096228875
91,95.59807810847194,4.598078108471941
99,98.1454210759333,-0.8545789240666996
99,96.91959705137172,-2.080402948628276
99,94.15167332635055,-4.848326673649455
99,100.0150812354207,1.0150812354207
99,100.840321775259,1.8403217752590033
99,95.23887261399942,-3.7611273860005747
99,97.5255956196994,-1.4744043803005937
99,100.47523965999041,1.4752396599904019
99,89.34919668933532,-9.65080331066468
99,97.6371478134479,-1.3628521865521057
99,89.53741761684374,-9.462582383156262
99,93.47560810994555,-5.524391890054442
99,99.04625090567352,0.04625090567351328
99,96.5897781172335,-2.4102218827665136
99,95.56669176139843,-3.4333082386015725
99,95.9833097575845,-3.0166902424155073
99,100.56007960542797,1.5600796054279666
99,99.99456698834788,0.9945669883478815
99,94.0181694643526,-4.981830535647404
99,98.33900806866922,-0.6609919313307909
99,95.28401616339927,-3.715983836600728
99,106.78454759309074,7.784547593090741
99,94.20981821530665,-4.790181784693345
99,95.91593013999298,-3.084069860007017
99,95.77171749647137,-3.2282825035286313
99,95.41114022446128,-3.588859775538716
99,97.73166184159906,-1.2683381584009308
99,98.25944244972258,-0.7405575502774148
99,90.69296217807816,-8.307037821921838
99,94.87479172310299,-4.125208276897017
99,91.88545498577552,-7.114545014224481
99,102.1120664740886,3.1120664740886044
99,107.02854549758725,8.028545497587247
99,102.70017408748342,3.700174087483415
99,98.55217763074607,-0.4478223692539257
99,101.25730959827789,2.257309598277886
99,97.83448623742026,-1.1655137625797285
99,103.79411166725451,4.794111667254509
99,99.8388036046751,0.8388036046751107
99,96.24745859424245,-2.75254140575755
99,92.64904039160618,-6.350959608393824
99,94.60739475242735,-4.392605247572648
113,111.60873673401836,-1.3912632659816409
113,106.98973722712718,-6.010262772872823
113,110.00186576014286,-2.9981342398571407
113,114.687024099214,1.6870240992140018
113,110.75517430217086,-2.244825697829149
113,116.6234024076095,3.6234024076095075
113,115.00874197134601,2.0087419713460077
113,109.8043569283896,-3.1956430716104007
113,106.58931345002334,-6.410686549976656
113,110.52312119365308,-2.476878806346921
113,109.22488314894527,-3.775116851054731
113,111.80050442723737,-1.1994955727626329
113,115.51046909177774,2.510469091777736
113,107.2979330636682,-5.702066936331807
113,109.50106132877691,-3.4989386712230925
113,111.66429501793588,-1.3357049820641083
113,114.07216468858707,1.0721646885870586
113,112.19938840353493,-0.8006115964650701
113,111.91013809292338,-1.0898619070766304
113,114.70089343943917,1.7008934394391642
113,112.1477911210862,-0.8522088789137926
113,109.9562326157709,-3.0437673842291018
113,110.8391006198094,-2.1608993801906045
113,73.46724516934134,-39.53275483065866
113,97.16724516934134,-15.83275483065866
